Fecha_publicacion,username,Texto_tuit,nombre_tw,location,description,followers_count,geo_location,PARTIDO_COALICION,ENTIDAD,NOMBRE_CANDIDATO,EDAD
Wed Nov 11 17:50:57 +0000 2020,molanomx,"La movilidad sustentable, moderna y segura es un distintivo importante  de ciudades con calidad de vida. ¡Todo es posible!  #NoBajesLaGuardia https://t.co/k5vlLmzzZ8",Carlos Molano,"Tuxtla Gutiérrez, Chiapas",Presidente Municipal de Tuxtla Gutiérrez. 2018,1723,True ,Va Por Mexico,CHIAPAS,CARLOS MOLANO ROBLES,51
Sat May 22 21:22:17 +0000 2021,javierperezmc,"Las malas decisiones están acabando con nuestro futuro, necesitamos más espacios verdes y cuidar la #naturaleza🍊 ¡Más #árboles y menos cemento! Estuve en jornada de reforestación en Tierra Colorada. ¡Menos palabras y más acciones! https://t.co/MsRKlxbmGd",Javier Pérez Ramírez,"Tabasco, México",Lic. en Ciencias Políticas y Admon. Pública. Universidad de Monterrey (UDEM). Ex candidato a Diputado Federal IV Distrito. Tabasqueño,617,True ,Movimiento Ciudadano,TABASCO,JAVIER ALEJANDRO PEREZ RAMIREZ,36
Thu Apr 29 17:24:26 +0000 2021,javierperezmc,"Un gusto platicar con @emiliovazquez_ y @karla_garciat1 activista que representa a #Tabasco en la iniciativa de @escazuahora_mx.  Compartimos ideas, escuchamos y debatimos sobre el cambio climático, el desarrollo sostenible y la conservación regional del #MedioAmbiente🍊 https://t.co/s5Otx2Y8zf",Javier Pérez Ramírez,"Tabasco, México",Lic. en Ciencias Políticas y Admon. Pública. Universidad de Monterrey (UDEM). Ex candidato a Diputado Federal IV Distrito. Tabasqueño,617,True ,Movimiento Ciudadano,TABASCO,JAVIER ALEJANDRO PEREZ RAMIREZ,36
Sat Jun 15 15:47:43 +0000 2019,dulcero_ovando,"El Tren Maya es un proyecto importante para #Chiapas y México, conocer de cerca su impacto en desarrollo económico, ambiental y cultural es tarea de todas y todos, con este objetivo, asistí en #Palenque, Chiapas al Foro Legislativo Académico de la Frontera Sur. #DulceRodríguez https://t.co/0G57hmBTLx",Dulce Rodríguez Ovando,"Pichucalco, Chiapas",,840,True ,Partido Verde Ecologista De México,CHIAPAS,DULCE MARIA RODRIGUEZ OVANDO,46
Sat Nov 10 02:56:36 +0000 2018,dulcero_ovando,"El día de hoy tuve el honor de asistir a la Primera Jornada Nacional de Derechos Humanos, acciones que impulsan los Objetivos de Desarrollo Sostenible 2030, que organizó el Instituto de... https://t.co/9P5kY3k9Zg",Dulce Rodríguez Ovando,"Pichucalco, Chiapas",,840,True ,Partido Verde Ecologista De México,CHIAPAS,DULCE MARIA RODRIGUEZ OVANDO,46
Wed Nov 07 03:37:22 +0000 2018,dulcero_ovando,"El día de hoy asistí a las instalaciones de la Comisión de Desarrollo Social y de Seguimiento al Cumplimiento de los Objetivos de Desarrollo Sustentable, que preside mi compañera Diputada... https://t.co/GFgqgxADsc",Dulce Rodríguez Ovando,"Pichucalco, Chiapas",,840,True ,Partido Verde Ecologista De México,CHIAPAS,DULCE MARIA RODRIGUEZ OVANDO,46
Thu Oct 08 04:42:52 +0000 2020,zairamontoyav,"Sorprendente y felicidades para ellos!, pero a la vez frustrante para mi, debido a que el gobierno de MÉXICO actual de @lopezobrador_ @PartidoMorenaMx , va en retroceso con la energía sustentable y tecnología. #impotenciayverguenza https://t.co/Fu5zuT50pt",Zaira Montoya,Estado Mexico,#ZairaMontoya,464,True ,Va Por Mexico,MÉXICO,ZAIRA TAIDE MONTOYA VALENZUELA,35
Tue May 25 01:48:39 +0000 2021,auguscarlos40,"Los efectos de la desertificación están vinculados a pobreza y a un impacto en el medio ambiente, por ello, legislaremos para consolidar programas que atiendan la reforestación y regeneración de especies arbóreas, así como la gestión de agua.  Por un Tlaxcala sustentable. 💪🏻 https://t.co/16nMXeFqd5",Carlos Augusto Pérez,"Tlaxcala, México","🤓Politólogo y servidor público con profundo amor a Tlaxcala❤️, a quien le he dedicado más de 20 años de trabajo por el bienestar de todos los tlaxcaltecas.🤗",74,False ,Morena,TLAXCALA,CARLOS AUGUSTO PEREZ HERNANDEZ,44
Wed May 12 04:33:47 +0000 2021,auguscarlos40,"¡Contaminación del río Atoyac, un malestar para Tlaxcala!  Amigos de Guadalupe Victoria, en #Tepetitla, expresaron su malestar para dar atención a la contaminación del río Atoyac. Por eso me he comprometido para que a través de una legislación federal sea posible sanear los ríos. https://t.co/W3b6U2e0se",Carlos Augusto Pérez,"Tlaxcala, México","🤓Politólogo y servidor público con profundo amor a Tlaxcala❤️, a quien le he dedicado más de 20 años de trabajo por el bienestar de todos los tlaxcaltecas.🤗",74,False ,Morena,TLAXCALA,CARLOS AUGUSTO PEREZ HERNANDEZ,44
Thu Apr 22 20:30:29 +0000 2021,carmenjoaquinmx,"El desinterés de éste gobierno en la política ambiental, sus megaobras y proyectos exponen la salud de los ciudadanos en plena pandemia, además de poner en peligro a la flora y fauna así como sus bosques, agua y calidad de su aire. La solución empieza con tu voto. #DíaDeLaTierra https://t.co/AhYlf05XuX",Carmen Joaquín,Caribe Mexicano,Empresaria. Mamá de 3. Quintanarroense 💛💙❤️ ExPresidente CPMX. Lic. en Admón. y Mtra. Comercio y Negocios Intl. Karateka y Pambolerísima. Sí Por México!,7775,False ,Partido De La Revolución Democrática,NACIONAL,MARIA DEL CARMEN JOAQUIN HERNANDEZ,46
Sat Apr 11 22:05:21 +0000 2020,miguelarmentarz,"No soy economista, ni pretendo serlo, pero el día de ayer comenté precisamente esto. México adquirió una deuda con EEUU por el tema del petróleo. Nunca. Jamás el Imperialismo Yanky “ayuda” sin obtener algo a cambio. No presta petróleo barato y lo cobrará caro. Quién gana? https://t.co/8qkzgDsbJV",Miguel Ángel Armenta,"Sonora, México",Administrador Público de profesión. Apasionado y estudioso de la política.  / La verdad es siempre revolucionaria,1414,True ,Partido De La Revolución Democrática,NACIONAL,MIGUEL ANGEL ARMENTA RAMIREZ,42
Sun Jun 02 14:44:37 +0000 2019,miguelarmentarz,@RBoursC Órale. Que bien. Hay que cuida La biodiversidad tan amplía qué hay en su rancho,Miguel Ángel Armenta,"Sonora, México",Administrador Público de profesión. Apasionado y estudioso de la política.  / La verdad es siempre revolucionaria,1414,True ,Partido De La Revolución Democrática,NACIONAL,MIGUEL ANGEL ARMENTA RAMIREZ,42
Mon May 17 15:29:05 +0000 2021,hecmaldonado17,"Con el reciclado de 2 toneladas de plástico usado se ahorra 1 tonelada de petróleo bruto, gran cantidad de agua, y además conseguimos que disminuyan las emisiones de gases de efecto invernadero. Información para el planeta 🌏 #DiaMundialDelReciclaje https://t.co/W67ABdwkL6",Héctor Maldonado San Germán,,Ciudadano comprometido con mejorar la calidad de vida de los mexicanos.,66,False ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,HECTOR MALDONADO SAN GERMAN,51
Sat Apr 17 01:30:28 +0000 2021,hecmaldonado17,"Entre los valiosos servicios ambientales que nos brindan las #barrancas podemos destacar captura de carbono, retención de partículas contaminantes y amortiguamiento del ruido, servicios sumamente importantes para un entorno como en el que vivimos. https://t.co/hwpQwbJ8yM",Héctor Maldonado San Germán,,Ciudadano comprometido con mejorar la calidad de vida de los mexicanos.,66,False ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,HECTOR MALDONADO SAN GERMAN,51
Wed Mar 04 19:43:31 +0000 2020,martinesp_17,"Seguimos con mucha actividad,  presenté dos iniciativas  importantes para las y los ciudadanos en el @CanalCongreso. Una es sobre productos a granel para disminuir el impacto ambiental y otra es para apoyar la salud mental que es un sector olvidado en 🇲🇽. #ServirlesDeCorazón https://t.co/5jAE4lfHME",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Fri Jan 24 00:17:46 +0000 2020,martinesp_17,"Me reuní con empresarios de Cámara de Comercio, a fin de implementar acciones de reforestación, cuidado y protección del medio ambiente, sobre todo en nuestra Sierra del Tigre.  Iniciaremos pronto con el apoyo de  varios Organismos Públicos Descentralizados.  #servirlesdecorazon https://t.co/rs4XPO8gng",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Thu Oct 24 15:16:34 +0000 2019,martinesp_17,Nos estamos acabando el mundo y es tarea de todas y de todos contribuir para detener el deterioro ambiental y trabajar al máximo y con buena voluntad para restaurarlo. Demostremos con buenas acciones cuanto y como queremos vivir y heredar un mundo más sano.  #ServirlesDeCorazon https://t.co/U09BW5bRjT,Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Fri Oct 11 14:53:11 +0000 2019,martinesp_17,"Agradezco el apoyo y respaldo de mis compañer@s diputad@s para realizar con gran éxito el foro ""Unidos por el desarrollo sustentable del lago de Chapala y el fortalecimiento municipal"". Los participantes les dejan su gratitud y solicitud de luchar por los municipios de todo 🇲🇽. https://t.co/n1SMvQkIti",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Thu Oct 10 21:25:06 +0000 2019,martinesp_17,"Concluímos con gran éxito el foro ""Unidos por el desarrollo sustentable del lago de Chapala y el fortalecimiento municipal"". Agradezco de todo corazón a tod@s y cada un@ de l@s participantes en el mismo pues hemos logrado avanzar en el objetivo principal.  #ServirlesDeCorazon https://t.co/qPZd85Zws4",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Thu Oct 10 21:12:33 +0000 2019,martinesp_17,"Concluímos con gran éxito el foro ""Unidos por el desarrollo sustentable del lago de Chapala y el fortalecimiento municipal"". Agradezco de todo corazón a tod@s y cada un@ de l@s participantes en el mismo pues... https://t.co/xoFWh85lzo",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Thu Oct 10 15:41:55 +0000 2019,martinesp_17,"En rueda de prensa, presidentes municipales participantes en foro ""Unidos por el desarrollo sustentable del lago de Chapala y el fortalecimiento municipal"", expusieron su problemática y exhortaron al Gobierno federal y al legislativo a mejorar sus presupuestos y sanear el Lago.🇲🇽 https://t.co/GkTjpfnbF4",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Thu Oct 10 14:36:46 +0000 2019,martinesp_17,"Buen día, les comparto algunas imágenes del. Foro ""Unidos por el desarrollo sustentable del lago de Chapala y el fortalecimiento municipal"", que estamos llevando a cabo en la Cámara de Diputados. Me alegra contar... https://t.co/qZkjUZNiMh",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Wed Oct 09 14:39:49 +0000 2019,martinesp_17,"Hoy realizaremos el foro ""Unidos por el desarrollo sustentable del lago de Chapala y el fortalecimiento municipal"", esperamos participación de 29 municipios, Senadores, diputados federales y locales. La Causa es un municipio y  su medio ambiente sostenible. #ServirlesDeCorazon https://t.co/HLNwyWDBY5",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Mon Oct 07 15:00:23 +0000 2019,martinesp_17,"29 Presidentes Municipales de mi distrito 17 y del 15, e Integrantes de la AIPROMADES, nos visitarán para participar en el foro ""Unidos para el desarrollo sustentable del Lago de Chapala y el fortalecimiento municipal"". Juntos buscaremos buenos resultados. 🇲🇽 #ServirlesDeCorazon https://t.co/8qoGwSzQEh",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Tue Jul 16 16:07:45 +0000 2019,martinesp_17,"Buen día amigas y amigos, acabo de hacer un exhorto al Gobierno Federal para que realice acciones inmediatas para la protección y conservación del jaguar.  Una especie emblemática de nuestro país 🇲🇽 que se encuentra en peligro de extinción.  #ServirlesDeCorazón https://t.co/RAzlSxZ7jy",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Sat Jun 08 15:12:16 +0000 2019,martinesp_17,"Celebramos el #DíaMundialDeLosOcéanos que son los pulmones de nuestro planeta, 🌎generan la mayoría del oxígeno que respiramos.  Debemos unirnos con el objetivo de la gestión sostenible de los océanos, que son una fuente esencial de la biosfera.🌊 #ServirlesDeCorazón https://t.co/gWWqLKBpfZ",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Wed Jun 05 14:32:04 +0000 2019,martinesp_17,Hoy en el #DíaDelMedioAmbiente el tema principal es sobre la “Contaminación del aire” para combatir el grave problema que afecta a millones de personas en todo el 🌎. Los ciudadanos es el principal sector que debe respetar y hacer respetar el medio ambiente.  #ServirlesDeCorazón https://t.co/SQBBj6D605,Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Mon Jun 03 14:04:54 +0000 2019,martinesp_17,"El desbordamiento del río Apango en el municipio de San Gabriel, Jalisco, ha causado severos daños. Seamos solidarios y apoyemos a l@s afectad@s. La Naturaleza nos muestra señales del deterioro ambiental. #ServirlesDeCorazon https://t.co/CvIIMY3bpD",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Wed May 22 14:31:19 +0000 2019,martinesp_17,Más de un millón de especies de flora y fauna están el peligro de extinción.  La biodiversidad es esencial para la existencia humana y conservación de la vida. 🦅🐳🐬🌳🌵🌲  Concienticemos sobre el grave peligro que ocurre en nuestro hogar llamado tierra. 🌏 #ServirlesDeCorazón https://t.co/AOQuvWHlAc,Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Mon May 20 14:19:38 +0000 2019,martinesp_17,"La polinización es fundamental para la supervivencia de los ecosistemas, así como la producción de muchos cultivos y plantas. 🌺🌻  Protejamos y conservemos a las abejas 🐝 que son indispensables para conservar la biodiversidad del mundo. 🌎 #ServirlesDeCorazón https://t.co/FBurhh6pUh",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Wed Apr 24 13:56:12 +0000 2019,martinesp_17,"El desarrollo sostenible, la Paz y los Derechos Humanos son fundamentales para preservar los valores y la cooperación internacional.  El multilateralismo significa reforzar nuestro compromiso para un desarrollo sostenible y de construir un 🌎 más seguro. #ServirlesDeCorazón https://t.co/lGibVobxTQ",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Mon Mar 18 15:57:27 +0000 2019,martinesp_17,"Hoy se conmemora el 81 aniversario de la expropiación petrolera, que se realizó por decreto del entonces Presidente Lázaro Cárdenas del Río. El petróleo es de 🇲🇽 y de l@s mexican@s.  #ServirlesDeCorazón #ExpropiaciónPetrolera https://t.co/liy7sfS3cq",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Sun Mar 03 15:40:49 +0000 2019,martinesp_17,"Hoy es el #DíaMundialDeLaVidaSilvestre, nuestro 🇲🇽 es el tercer país con más biodiversidad en el 🌎.  Promovamos concientización sobre la importancia crucial de las especies marinas y todas para un desarrollo sustentable y conserva nuestro hogar.  #ServirlesDeCorazón https://t.co/BaprIRaemR",Juan Martín Espinoza Cárdenas,,"Diputado Federal Distrito 17, Jal. Electo 3 ocasiones Presidente Mpal. de La Manzanilla de la Paz, Jal. “Amar es entregar la vida entera”. #ServirlesDeCorazón",1299,True ,Movimiento Ciudadano,JALISCO,JUAN MARTIN ESPINOZA CARDENAS,48
Fri Mar 05 13:05:47 +0000 2021,yola_guerrerob,Conmemoramos el Día Mundial de la Eficiencia Energética 💡 para resaltar la importancia del ahorro de energía. Debemos sumar esfuerzos para aprovechar de forma sustentable ♻️ este recurso y enfrentar los efectos del cambio climático. #YolaTuDiputada❤️ https://t.co/3zM3VHnjrN,Yolanda Guerrero,"Zamora, Michoacán de Ocampo","Candidata a Diputada Federal. Michoacana, madre y luchadora social, transformando a México.",371,False ,Morena,MICHOACÁN,YOLANDA GUERRERO BARRERA,57
Mon Jan 11 18:30:58 +0000 2021,yola_guerrerob,"‼️ El principal problema del #RíoLerma es la contaminación, esta ha aumentado en los últimos años y ha provocado graves enfermedades, además afecta cosechas y ganado, se necesita una planta de tratamiento de aguas residuales para el saneamiento del Río.  #YolaTuDiputada❤️ https://t.co/WbHJVbFhLr",Yolanda Guerrero,"Zamora, Michoacán de Ocampo","Candidata a Diputada Federal. Michoacana, madre y luchadora social, transformando a México.",371,False ,Morena,MICHOACÁN,YOLANDA GUERRERO BARRERA,57
Wed Sep 09 12:07:42 +0000 2020,yola_guerrerob,"En la #CámaraDeDiputados tenemos visión a futuro, con nuestra #EstrategiaLegislativa2030 nos alineamos a los Objetivos de Desarrollo Sostenible para construir juntos un México mejor. 👉https://t.co/0hoijyx1se #YolaTuDiputada❤️ https://t.co/JSnJoeAuuD",Yolanda Guerrero,"Zamora, Michoacán de Ocampo","Candidata a Diputada Federal. Michoacana, madre y luchadora social, transformando a México.",371,False ,Morena,MICHOACÁN,YOLANDA GUERRERO BARRERA,57
Fri Jun 05 12:06:05 +0000 2020,yola_guerrerob,El Día Mundial del Medio Ambiente 🌎 se conmemora con el fin de crear conciencia sobre lo importante que es cuidar nuestros ecosistemas y la biodiversidad #YolaTuDiputada❤️ https://t.co/0FX9hPNMzL,Yolanda Guerrero,"Zamora, Michoacán de Ocampo","Candidata a Diputada Federal. Michoacana, madre y luchadora social, transformando a México.",371,False ,Morena,MICHOACÁN,YOLANDA GUERRERO BARRERA,57
Fri May 22 12:05:51 +0000 2020,yola_guerrerob,"La Tierra se está tomando un respiro, hay muchas especies que se encuentran en peligro de extinción, por lo que debemos replantearnos las acciones que hacemos en favor de nuestros ecosistemas. #YolaTuDiputada❤️ https://t.co/KYNtkkVtlQ",Yolanda Guerrero,"Zamora, Michoacán de Ocampo","Candidata a Diputada Federal. Michoacana, madre y luchadora social, transformando a México.",371,False ,Morena,MICHOACÁN,YOLANDA GUERRERO BARRERA,57
Sat Jun 08 16:10:33 +0000 2019,wencesrealpt,"La #ONU proclamó del 2021-2030 como “Década de las ciencias oceánicas para el desarrollo sostenible”, con el objetivo de movilizar a la comunidad científica y política a las empresas y a la sociedad civil en torno a un programa común de investigación #DiaMundialDeLosOceanos #PT https://t.co/7hJEEqZ3yn",Victoriano Wences,"Tlapa de Comonfort, Guerrero.","Ex Pdte. Mpal. de Tlapa de Comonfort, Guerrero, Comisionado Político Nacional #PT #Guerrero. Ex Dip Federal y Local. Partido del Trabajo. Mtro. Administración.",741,False ,Juntos Hacemos Historia,GUERRERO,VICTORIANO WENCES REAL,47
Thu Apr 22 13:27:01 +0000 2021,hugo_murillor,"Cada 22 de abril se celebra el Día de la Tierra. Instaurado para crear conciencia a los problemas como la contaminación, la conservación de la biodiversidad, la superpoblación y otras preocupaciones ambientales para la protección de nuestro planeta. https://t.co/EZw6rCkcHz",HugoMurillor,,"abogado, filántropo, aficionado a la lectura, comprometido con causas sociales",18,True ,Partido Verde Ecologista De México,MÉXICO,HUGO MURILLO RAMIREZ,42
Tue May 11 02:53:38 +0000 2021,laranadialuz,"Agradezco a la doctora @BValderramaB y la ACMor por la invitación a participar en este importante foro virtual, pues hoy más que nunca la CTI deben ser parte de la agenda legislativa nacional; pues, México requiere de compromiso para su desarrollo sustentable https://t.co/qM0CZRVIMi",Nadia Luz Lara,"Morelos, México","Juzgadora por esencia. Ex presidenta del TSJMorelos y ex candidata a Gobernadora. Apasionada de mi tierra, orgullosa de mis orígenes#UnaLuzParaMorelos",1544,True ,Fuerza Por México,MORELOS,NADIA LUZ MARIA LARA CHAVEZ,54
Tue Mar 23 15:23:33 +0000 2021,maite_vargasm,"¡En la #4T sabemos que el equilibrio con el medio ambiente es necesario! Incorporamos a la Ley el principio de protección al suelo, agua y otros recursos para promover su aprovechamiento sustentable. 💧🌱♻️ #Morena  #QuedateEnCasa  #LoMejorEstaPorVenir https://t.co/Ci5dIAqpzO",Maite Vargas Meraz,"Chihuahua, México",Comprometida con mi país y el bienestar de los mexicanos. Orgullosamente originaria de Chihuahua. #CentauroParaElMundo 🌎🙋🏻‍♀️,1522,True ,Juntos Hacemos Historia,CHIHUAHUA,TERESITA DE JESUS VARGAS MERAZ,31
Thu Jan 09 23:02:49 +0000 2020,maite_vargasm,"En los temas prioritarios del #PEF2020 se encuentran los programas sociales, el recurso asignado a este rubro permitirá implementar programas como el de Conservación para el Desarrollo Sostenible, el cual busca el máximo aprovechamiento de los ecosistemas y su biodiversidad. https://t.co/uhaz4C5cF7",Maite Vargas Meraz,"Chihuahua, México",Comprometida con mi país y el bienestar de los mexicanos. Orgullosamente originaria de Chihuahua. #CentauroParaElMundo 🌎🙋🏻‍♀️,1522,True ,Juntos Hacemos Historia,CHIHUAHUA,TERESITA DE JESUS VARGAS MERAZ,31
Fri Jan 03 13:06:54 +0000 2020,maite_vargasm,"Muy pronto quitaremos el #ÁrbolDeNavidad de nuestros hogares, lo mejor que puedes hacer es donarlo para que pueda ser #reciclado y que este se convierta en abono orgánico. Sumemos acciones por un mundo más sustentable, localiza tu punto de recolección más cercano. https://t.co/zSEieNCykn",Maite Vargas Meraz,"Chihuahua, México",Comprometida con mi país y el bienestar de los mexicanos. Orgullosamente originaria de Chihuahua. #CentauroParaElMundo 🌎🙋🏻‍♀️,1522,True ,Juntos Hacemos Historia,CHIHUAHUA,TERESITA DE JESUS VARGAS MERAZ,31
Fri Dec 20 21:36:59 +0000 2019,maite_vargasm,"Los humanos hemos dejado una gran huella en nuestro planeta, es necesario comprometernos en cumplir con los Objetivos de Desarrollo Sostenible de la #Agenda2030: 👉Energía Asequible y No Contaminante 👉Agua Limpia y Saneamiento  👉Producción y Consumo Responsables @WMO @CMNUCC https://t.co/s1SNB36eAo",Maite Vargas Meraz,"Chihuahua, México",Comprometida con mi país y el bienestar de los mexicanos. Orgullosamente originaria de Chihuahua. #CentauroParaElMundo 🌎🙋🏻‍♀️,1522,True ,Juntos Hacemos Historia,CHIHUAHUA,TERESITA DE JESUS VARGAS MERAZ,31
Sat Dec 07 18:07:11 +0000 2019,maite_vargasm,"Es importante sumar esfuerzos para hacer conciencia sobre el uso adecuado de nuestros #RecursosNaturales, es por ello que llevamos a cabo el Foro Desarrollo  Sustentable https://t.co/P2tr21i2yW",Maite Vargas Meraz,"Chihuahua, México",Comprometida con mi país y el bienestar de los mexicanos. Orgullosamente originaria de Chihuahua. #CentauroParaElMundo 🌎🙋🏻‍♀️,1522,True ,Juntos Hacemos Historia,CHIHUAHUA,TERESITA DE JESUS VARGAS MERAZ,31
Wed Jun 26 19:37:47 +0000 2019,maite_vargasm,"Estuve con la embajadora Annika Tunborg de la República de Suecia, una reunión en la que abordamos temas de seguridad, y el fomento de la minería sustentable. #Distrito02Chihuahua #JuventudYCompromisoEnLa4T  #CamaraDeDiputados #RelacionesExteriores #DiputadosMorena https://t.co/BFIobP6kPZ",Maite Vargas Meraz,"Chihuahua, México",Comprometida con mi país y el bienestar de los mexicanos. Orgullosamente originaria de Chihuahua. #CentauroParaElMundo 🌎🙋🏻‍♀️,1522,True ,Juntos Hacemos Historia,CHIHUAHUA,TERESITA DE JESUS VARGAS MERAZ,31
Tue Feb 23 19:03:05 +0000 2021,kathiabolio,"En @AccionNacional estamos con las y los mexicanos, por eso decimos NO a la #LeyApagón que quiere aprobar #Morena y sus partidos aliados, que generarán corrupción, energía más costosa y contaminación del medio ambiente. https://t.co/TOvmPoAAsT",Kathia Bolio Pinelo,"Mérida, Yucatán","Yucateca, Mamá de 2, Legisladora, causas humanas y sociales mis motivos para servir a MX. Activista en materia de DDHH y Gpos. Vulnerados.",5353,True ,Partido Acción Nacional,NACIONAL,KATHIA MARIA BOLIO PINELO,43
